position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
20_46	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077876005641939	34262698ebc273755264822a42fb41a371998ebe	0	He will be in my thoughts and prayers all day today, I also pray that God keeps him out of harm's way. We won't survive without him...AMEN!	2016-09-26T18:31:13+0000	5
20_47	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077886058974267	1d3316ae8d7e3bf12b54811384ecca543d1f6559	0	Done!!!	2016-09-26T18:52:24+0000	4
20_48	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077890848973788	e730a34bb9a00d75075e757d885498914842dc0b	0	Trump 2016	2016-09-26T19:01:20+0000	4
20_49	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077946492301557	6fd70473dcf30abf510f40f35f0ac5d9c8578310	1	Amen!	2016-09-26T20:56:31+0000	4
20_50	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077905655638974	4c2d2a88f24761e8dc32e6aa175df79dc3d251a0	0	Praying for you Mr. Trump that you say all the right things tonight so that others that are voting for Hillary will think twice about their decision!!! 🙏🏼 Mr. Trump...YOU GOT THIS!!! #TRUMP2016	2016-09-26T19:31:14+0000	3
20_51	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077906328972240	ccebb1fa3b5fd0cfdba034b532c6a4257a131790	0	Prayers SEnt.	2016-09-26T19:32:36+0000	4
20_52	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077911035638436	97bee63f78d5b3ab1c142414d07978e3960154f9	0	Amen	2016-09-26T19:42:30+0000	3
20_53	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077946182301588	de3e075079f6f8a2b56eb91aaf44b52406481bb5	0		2016-09-26T20:55:29+0000	4
20_54	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077967525632787	bbaefb1542b591585c43008d3753be1cc49efd7a	0	I've been praying that God give Donald Trump grace, wisdom, eloquence when he speaks.	2016-09-26T21:31:47+0000	3
20_55	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077989322297274	1f777d11ea0aca57f88b76471ec507f7eb4d8047	1	Amen	2016-09-26T22:16:47+0000	3
20_56	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077991968963676	4c2d2a88f24761e8dc32e6aa175df79dc3d251a0	1	Amen🙏🏼	2016-09-26T22:21:16+0000	4
20_57	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1077988905630649	d625d41b3a731e13728d189fb94a2531ab2f2f9b	0	Lord Father God Almighty please protect Donald from ALL EVIL, Please bring back upon anyone the harms they would cause Donald J Trump.   Lord Father God Almighty, bring Donald to the Presidency of the United States of America.   Keep him, his family and friends, and all supporters safe from harm and away from all EVIL!!  I pray this in your beloved sons name and my savior JESUS the CHRIST AMEN	2016-09-26T22:15:36+0000	6
20_58	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1078003905629149	47bb793c2e70301e0cda81320833fd58f053b4ec	0	I've been praying & will continue!!!  Prayers for Mr Trump!! 🙏🙏🙏❤️❤️❤️😔😔😔	2016-09-26T22:48:58+0000	5
20_59	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1078004738962399	47bb793c2e70301e0cda81320833fd58f053b4ec	0		2016-09-26T22:51:38+0000	3
20_60	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1078010525628487	cbb484ac6a48608a962af52510400dbbf620ba41	0	Always in our prayers.	2016-09-26T23:07:39+0000	3
20_61	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1078022402293966	74651686e1b52ed771fcd043d18b1c4a165b90e0	0	United for Trump!!!	2016-09-26T23:28:50+0000	4
20_62	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1078058952290311	613770dc1c99653b463ddc054f211827c8f0b1ec	0	Praying for OUR next POTUS, Mr. Trump! 😘🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	2016-09-27T00:44:32+0000	1
20_63	837159759713566_1077673658995507	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T13:42:20+0000	1078059272290279	613770dc1c99653b463ddc054f211827c8f0b1ec	0	AMEN! 😘🇺🇸	2016-09-27T00:45:17+0000	1
21_0	837159759713566_1078004515629088	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T22:50:49+0000	1078023672293839	e9155954a1801f12e400fc933d1676929090a01e	0	Sure! Presidents do not have it all figured out once the come into the office, they all are in a learning on the job.  Donald Trump makes much more sense in what the issues are and shares what he can do regarding them and it makes sense.	2016-09-26T23:31:45+0000	0
21_1	837159759713566_1078004515629088	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T22:50:49+0000	1078034395626100	de695954d4555d42ac51313c7120533b5bf58501	0	Yes !	2016-09-26T23:54:54+0000	0
21_2	837159759713566_1078004515629088	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T22:50:49+0000	1078037022292504	464662eca1b3f0b5ec724d8f42652f950338f019	0	Yes 👍	2016-09-27T00:01:40+0000	0
21_3	837159759713566_1078004515629088	a5420b77781b8494a28d622eba2717eb13d3f57f		2016-09-26T22:50:49+0000	1078059155623624	29f01a11f587019e6fb00600c7d4d3d63ae9524e	0	MORE THAN QUALIFIED !!	2016-09-27T00:44:55+0000	0
22_0	837159759713566_1078053792290827	a5420b77781b8494a28d622eba2717eb13d3f57f	It s time we had some class and integrity in the White House!  VOTE #TRUMP!!!	2016-09-27T00:36:02+0000	1078054455624094	1f777d11ea0aca57f88b76471ec507f7eb4d8047	0		2016-09-27T00:38:03+0000	1
22_1	837159759713566_1078053792290827	a5420b77781b8494a28d622eba2717eb13d3f57f	It s time we had some class and integrity in the White House!  VOTE #TRUMP!!!	2016-09-27T00:36:02+0000	1078057265623813	ba11ab2e36d4acd7f26b276f940ad6b3c55ad216	0	I love being short (5 feet). Too bad she does not. Hah!	2016-09-27T00:40:53+0000	1
22_2	837159759713566_1078053792290827	a5420b77781b8494a28d622eba2717eb13d3f57f	It s time we had some class and integrity in the White House!  VOTE #TRUMP!!!	2016-09-27T00:36:02+0000	1078057562290450	955ab0d26b91b117ddb6f2d90e4b160d61150149	0		2016-09-27T00:41:31+0000	2
22_3	837159759713566_1078053792290827	a5420b77781b8494a28d622eba2717eb13d3f57f	It s time we had some class and integrity in the White House!  VOTE #TRUMP!!!	2016-09-27T00:36:02+0000	1078058682290338	1ebdd4c6323ef5062a3fc4f170afde8697b15242	0	Trump 2016	2016-09-27T00:43:53+0000	1
24_0	837159759713566_1078046512291555	a5420b77781b8494a28d622eba2717eb13d3f57f	Brenda Penkunas shared Diamond And Silk s video to the group: TRUMP FORCE ONE.	2016-09-27T00:19:11+0000	1078047412291465	1ebdd4c6323ef5062a3fc4f170afde8697b15242	0	Never killary	2016-09-27T00:21:12+0000	0
24_1	837159759713566_1078046512291555	a5420b77781b8494a28d622eba2717eb13d3f57f	Brenda Penkunas shared Diamond And Silk s video to the group: TRUMP FORCE ONE.	2016-09-27T00:19:11+0000	1078048485624691	0a50ed261ae34223d749ed113137fe9ec5f1edfd	0	You girls are something else?	2016-09-27T00:23:41+0000	0
24_2	837159759713566_1078046512291555	a5420b77781b8494a28d622eba2717eb13d3f57f	Brenda Penkunas shared Diamond And Silk s video to the group: TRUMP FORCE ONE.	2016-09-27T00:19:11+0000	1078058008957072	d16c7ed8ee4ec68bbb5266ff1668600a311a34ea	0	Love you ladies😉	2016-09-27T00:42:48+0000	0
25_0	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077884555641084	3b3c4ae66744332fb23a5e6cde8121d276220e50	0	I have a 'strange feeling' MOST freestyle rock climbers would scale down that wretched POS's face - just to PISS in him!!!	2016-09-26T18:49:10+0000	3
25_1	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077885242307682	0558a81af334c26222895bb1e1085315657a9524	0	Bull shit no fucking way	2016-09-26T18:50:26+0000	2
25_2	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077889368973936	a0a54c9c0c23832666470c955124da5fb8ab6b89	0	No to OBAMA.  NO WAY.	2016-09-26T18:57:58+0000	4
25_3	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077896528973220	e4b3ee9231685c795e8fe54b8b4c1f4b2fd68ea2	0	NO!	2016-09-26T19:13:55+0000	1
25_4	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077902995639240	70910bee280bf2268b564b7479b23dd532eeea62	0	No way!!!!!!!!!!!!!!!!!!!	2016-09-26T19:25:05+0000	1
25_5	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077911208971752	29bc80b84b3714cf88ec3a976d822878fa5b29ec	0	NO	2016-09-26T19:42:53+0000	1
25_6	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077912702304936	e730a34bb9a00d75075e757d885498914842dc0b	0	Oh hell no to the NO......	2016-09-26T19:46:10+0000	1
25_7	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077913512304855	5aada630bb4350e61fdb082b0d06a57994346e7f	0	LMFAO - PASSSSSS!!!!!	2016-09-26T19:48:52+0000	0
25_8	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077921875637352	84c32174a210023baf8f1cddc9449e592995d018	0		2016-09-26T20:06:19+0000	0
25_9	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077945542301652	e94029d8ef2e03b7791e23e99ab6f3de6baf7ad2	0	No way	2016-09-26T20:53:40+0000	0
25_10	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1077964068966466	a5522880295e6e4e19f1c10f2616b38110f973d8	0	No. Obama is the worst president in history, does not deserve this honor.	2016-09-26T21:26:25+0000	2
25_11	837159759713566_1077880122308194	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/39257239105237	2016-09-26T18:40:13+0000	1078057838957089	57e26848014487ffc0a81f6820adef4f2e18a25f	0	Hell No! That non-American!	2016-09-27T00:42:20+0000	0
26_0	837159759713566_1078057025623837	a5420b77781b8494a28d622eba2717eb13d3f57f	Matt chooses wisely.. and he got some reasons!  How many of us are Matt Damon fans?  Let s make him more popular over the internet ! 	2016-09-27T00:40:23+0000	1078057592290447	fa92003fd93dd2b148ef769a867b76c9863bf939	1	why	2016-09-27T00:41:36+0000	0
26_1	837159759713566_1078057025623837	a5420b77781b8494a28d622eba2717eb13d3f57f	Matt chooses wisely.. and he got some reasons!  How many of us are Matt Damon fans?  Let s make him more popular over the internet ! 	2016-09-27T00:40:23+0000	1078057495623790	580cef2053e439e77d87eeb26d83a77a56591e89	0	I love his movies but he disappointed	2016-09-27T00:41:18+0000	0
27_0	837159759713566_1078003395629200	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgi	2016-09-26T22:47:33+0000	1078009238961949	1e037e69353ca0b1705c8131e20c395d7ea7d998	0	By burger king	2016-09-26T23:03:50+0000	1
27_1	837159759713566_1078003395629200	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgi	2016-09-26T22:47:33+0000	1078009862295220	1a82a0f4a2d43612ab9728a86a65663f04f02391	0	Bye, bye BK....... I like BACON BURGERS!'	2016-09-26T23:05:56+0000	1
27_2	837159759713566_1078003395629200	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgi	2016-09-26T22:47:33+0000	1078010705628469	8e6a7b6b2ee716a6137724aa1c4267c042e11cab	0	Stupid asses	2016-09-26T23:08:16+0000	1
27_3	837159759713566_1078003395629200	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgi	2016-09-26T22:47:33+0000	1078019002294306	493ec1327c584e13c7b50d4ace6ad5cbf74710bf	0	Bye bye Buger king	2016-09-26T23:20:58+0000	0
27_4	837159759713566_1078003395629200	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgi	2016-09-26T22:47:33+0000	1078029085626631	de695954d4555d42ac51313c7120533b5bf58501	0	Bye burger king..I'm getting pretty good Makin hamburgers at home !	2016-09-26T23:40:42+0000	0
27_5	837159759713566_1078003395629200	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgi	2016-09-26T22:47:33+0000	1078033118959561	ab1a2a0c30c974f8db2a4e2b9ea9b5c2c3ccb5ad	0	I prefer Whataburger anyuway.	2016-09-26T23:51:16+0000	1
27_6	837159759713566_1078003395629200	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgi	2016-09-26T22:47:33+0000	1078052902290916	1864f4940a25956a545d917c66241d9e30199b5f	0	Bye Burger King!! Not interested in stopping  at any of the establishments anymore!!	2016-09-27T00:33:28+0000	0
27_7	837159759713566_1078003395629200	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgi	2016-09-26T22:47:33+0000	1078057465623793	57e26848014487ffc0a81f6820adef4f2e18a25f	0	Bye Bye Burger King and everyone needs to follow.	2016-09-27T00:41:13+0000	0
29_0	837159759713566_1078054458957427	a5420b77781b8494a28d622eba2717eb13d3f57f	Lets keep Donald in prayer tonight during the Debate	2016-09-27T00:38:05+0000	1078056878957185	5a125b033e40d1395c4e5ee977b5a9e42e23b182	0	Amen	2016-09-27T00:39:59+0000	0
31_0	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077762205653319	224e1b89814d47ec905667982d12f0fbbbb6b8fc	0	Deal	2016-09-26T15:59:45+0000	0
31_1	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077763865653153	6ea32a76bd3847d66351c9eae921ac79ba290564	0	Bring in the flying camels🐖🐖🐖🐖🐖	2016-09-26T16:02:06+0000	0
31_2	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077766262319580	829d95dcce72daa83651746f3afd9917d8a9ae6d	0	need help packing?	2016-09-26T16:04:14+0000	0
31_3	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077768565652683	68a6a6c789ae89d02298a3e65c101a5925cac2b9	0	WHY NOT FLY MALASIA AIRLINES HOME	2016-09-26T16:06:31+0000	0
31_4	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077768998985973	47263913bd0fab33f80101187206e56d2ff7ae99	0	Bye bye	2016-09-26T16:07:11+0000	0
31_5	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077826118980261	5826ee3d358fffedf7a4c04dfe5e75587f767945	0	Bye, leave now! Don't wait!!	2016-09-26T17:20:47+0000	0
31_6	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077830428979830	4403e92129c225db9b35d37a42b352cc50c97914	0	Most of us hope this is true, either volunteerly or by force!!!	2016-09-26T17:28:15+0000	0
31_7	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077848118978061	4098cf06af23d347ddd9205326b63e8e81f26b06	0	GOODBYE	2016-09-26T17:58:13+0000	0
31_8	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077858575643682	50b4cb18c5b93eea156a15e3c5b1c90a9d2acb18	0	Go without looking back pls.	2016-09-26T18:16:35+0000	1
31_9	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077875578975315	1004e28cc13dbbca98b92ad08064de008b86e39d	0	please do .now !!	2016-09-26T18:30:29+0000	0
31_10	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077879018974971	34262698ebc273755264822a42fb41a371998ebe	0	Sadly, until the current prez took office, I used the word hate loosely, VERY infrequently, and without much forethought. However, now...it seems that is the only word that could described my true feelings about what this man has done to America!!! I pray to God every day to forgive me, but I feel; he understands...:(	2016-09-26T18:37:48+0000	1
31_11	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077883258974547	21eb7abe92d28e90a390075ae2754e3651f5e748	0	Yep HE will deport them all	2016-09-26T18:46:45+0000	0
31_12	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077904118972461	e4b3ee9231685c795e8fe54b8b4c1f4b2fd68ea2	0	No threat, just do it!	2016-09-26T19:27:42+0000	0
31_13	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077913092304897	97bee63f78d5b3ab1c142414d07978e3960154f9	0	Take off we dont want you here	2016-09-26T19:47:22+0000	1
31_14	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077918325637707	58ba16796197e64a78883c7d95f4246e44dd853a	0	Bye Bye!!	2016-09-26T19:58:49+0000	1
31_15	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077919445637595	f201f51a3a7d78e8400e3a4c4512bccb18ccd138	0	Please do	2016-09-26T20:00:45+0000	2
31_16	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1077995788963294	f2f7d07c161073563f981baf151e223aa39dee04	0	DON'T LET THE DOOR HIT YOU ON THE WAY out OF AMERICA.  lEAVE NOW!!!	2016-09-26T22:28:55+0000	1
31_17	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1078006005628939	6ace2b75c2703c95b546b47e8869fe38b6d6c008	0	BYE!	2016-09-26T22:55:51+0000	0
31_18	837159759713566_1077760895653450	a5420b77781b8494a28d622eba2717eb13d3f57f	Muslims Threaten: “If Donald Trump Will be the President  We Will Leave the US”  	2016-09-26T15:57:52+0000	1078054125624127	89d869e4b3a46b64eb1fa4ae1e41e82b5cff51f9	0	Sweet. Bye filth.	2016-09-27T00:37:07+0000	0
33_0	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077240022372204	74d86834b6d57e98e1ae49f24e6d099c6405f6fc	0	Pronto.	2016-09-26T01:39:42+0000	0
33_1	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077268932369313	a6f7bc7dab215e4a6406bdb4972e15d3f642755a	0	Lock em up	2016-09-26T02:34:18+0000	0
33_2	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077301222366084	ff9a0607d8b996377b4e07b044d1fb2507086b6e	0	Immedi	2016-09-26T03:39:35+0000	0
33_3	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077307285698811	506daab88fda60249f335d01efdce61b79dbc342	0	Who will be the next President of USA 2016?  Hillary Clinton?? Donald Trump?? https://www.youtube.com/watch?v=Eu1M9B6pCYA	2016-09-26T03:50:23+0000	0
33_4	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077597619003111	9bcf1065e39eefcdc9302363085ff8c6d00a711c	0		2016-09-26T12:07:21+0000	1
33_5	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077644542331752	f201f51a3a7d78e8400e3a4c4512bccb18ccd138	0	They should be under the foundation of the foundation	2016-09-26T13:12:21+0000	2
33_6	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077834432312763	7769bdf4f5c0013740d2ee29079a78d254714509	0	yes	2016-09-26T17:36:36+0000	0
33_7	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077844092311797	9bcf1065e39eefcdc9302363085ff8c6d00a711c	0		2016-09-26T17:54:00+0000	2
33_8	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077878965641643	68a6a6c789ae89d02298a3e65c101a5925cac2b9	0	In a heartbeat. Liars and corrupt bigots with and ugly ass daughter. Of couse it's not bills it's Webb hubbels	2016-09-26T18:37:41+0000	1
33_9	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1077880632308143	34262698ebc273755264822a42fb41a371998ebe	0	...as they rose from their OWN ashes...creating mayhem and destruction!	2016-09-26T18:41:15+0000	1
33_10	837159759713566_1077140249048848	a5420b77781b8494a28d622eba2717eb13d3f57f	Do you think that the foundation should be closed immediately ?	2016-09-25T22:50:08+0000	1078053922290814	57e26848014487ffc0a81f6820adef4f2e18a25f	0	Close ASAP!	2016-09-27T00:36:35+0000	0
35_0	837159759713566_1077986605630879	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgios	2016-09-26T22:12:12+0000	1078001202296086	8aadf9fa449bb82ce9082545477c23234a0b9d4e	0	All	2016-09-26T22:42:38+0000	0
35_1	837159759713566_1077986605630879	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgios	2016-09-26T22:12:12+0000	1078011025628437	8e6a7b6b2ee716a6137724aa1c4267c042e11cab	0	Both and probably meth	2016-09-26T23:09:03+0000	0
35_2	837159759713566_1077986605630879	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgios	2016-09-26T22:12:12+0000	1078029982293208	1699d399ff3ad280a2cb4c929229c56f37e3ba95	0	to much blood money, is getting touchy her head,  and making an ashtray of herself	2016-09-26T23:43:35+0000	0
35_3	837159759713566_1077986605630879	a5420b77781b8494a28d622eba2717eb13d3f57f	http://news.policyandmore.us/13993125/dhgapoihdgios	2016-09-26T22:12:12+0000	1078053072290899	ae66bc029b71fa66883c0f3e4fdbc88ec125a8d5	0	All of the above.....	2016-09-27T00:33:57+0000	0
36_0	837159759713566_1077731698989703	a5420b77781b8494a28d622eba2717eb13d3f57f	Mary Wilson shared Fox Business s video to the group: TRUMP FORCE ONE.	2016-09-26T15:18:36+0000	1077736552322551	a7ec2a828219ea98cdd9e66acb6d404c71b5dc4b	0		2016-09-26T15:24:44+0000	1
36_1	837159759713566_1077731698989703	a5420b77781b8494a28d622eba2717eb13d3f57f	Mary Wilson shared Fox Business s video to the group: TRUMP FORCE ONE.	2016-09-26T15:18:36+0000	1077769172319289	0bcf2fc1a7a4cc059aebc3dff9414eb5a2f1198e	0	Trump for president	2016-09-26T16:07:29+0000	1
36_2	837159759713566_1077731698989703	a5420b77781b8494a28d622eba2717eb13d3f57f	Mary Wilson shared Fox Business s video to the group: TRUMP FORCE ONE.	2016-09-26T15:18:36+0000	1077830692313137	3d37eba71b47a1f45b97cec068e8aacab61add0a	0		2016-09-26T17:28:54+0000	2
36_3	837159759713566_1077731698989703	a5420b77781b8494a28d622eba2717eb13d3f57f	Mary Wilson shared Fox Business s video to the group: TRUMP FORCE ONE.	2016-09-26T15:18:36+0000	1078052712290935	1d3316ae8d7e3bf12b54811384ecca543d1f6559	0	He'll win anyway!!!!	2016-09-27T00:32:52+0000	0
